geschlecht,alter_monate,fachscore,interview,erfahrung_jahre,karriere_luecke_monate,eingestellt
0,646,81.1,87.1,15.5,22.1,1
0,345,78.4,57.7,3.4,19.1,0
1,331,69.0,56.4,2.4,2.7,0
0,451,63.1,57.4,6.4,18.8,0
0,445,63.4,40.3,8.5,22.8,0
0,348,58.8,44.4,5.5,20.1,0
1,419,69.6,52.0,7.4,9.0,1
1,604,60.5,77.0,9.5,4.1,1
1,359,47.3,59.5,1.0,5.2,1
1,289,44.3,52.7,3.2,5.5,0
1,569,48.7,78.4,17.5,5.8,0
1,515,63.3,83.3,10.8,10.7,1
0,382,59.6,78.8,3.9,8.6,1
1,266,63.2,47.2,1.8,6.1,0
1,367,67.5,52.6,0.8,5.7,0
1,449,50.6,87.2,12.4,0.5,1
0,596,82.0,63.6,14.0,20.7,1
1,332,56.0,56.0,1.1,3.1,1
0,446,53.5,70.8,7.1,16.6,1
0,537,67.2,75.1,9.3,25.4,1
1,240,32.5,51.4,4.6,10.0,0
0,580,48.1,63.3,12.0,20.3,0
0,314,74.7,73.9,3.3,19.5,0
1,496,33.9,42.6,11.6,5.3,0
0,486,76.8,60.2,6.6,26.0,1
1,586,82.7,43.3,13.7,9.2,1
0,522,54.5,45.2,11.5,15.0,0
0,240,64.4,51.6,0.0,12.4,0
1,362,76.8,67.2,5.5,8.3,1
1,473,53.0,55.2,8.6,5.8,0
0,433,73.0,50.3,7.7,12.3,0
1,513,49.9,60.8,10.4,7.7,0
1,551,52.8,42.8,12.6,4.9,0
0,529,48.0,66.4,15.5,20.1,0
1,430,65.1,77.0,3.0,7.8,1
0,240,77.4,58.8,0.0,15.6,0
1,401,57.2,57.0,8.4,8.5,1
1,506,40.9,65.6,11.7,4.0,0
1,325,43.8,29.6,4.8,4.3,0
1,532,65.9,68.1,20.6,3.9,1
0,565,87.7,100.0,14.3,22.5,1
0,471,65.9,58.2,12.6,16.9,0
0,240,54.2,58.2,0.0,23.5,0
1,303,71.5,71.2,0.0,13.1,1
1,682,56.4,84.7,15.5,3.0,1
0,390,54.3,74.6,8.1,6.3,0
1,240,45.6,27.7,1.4,10.2,0
1,604,81.1,68.5,15.1,4.6,1
1,458,21.9,98.6,7.4,2.5,0
0,589,72.0,69.3,11.8,15.6,1
1,489,53.0,42.7,8.7,4.3,0
1,511,53.8,64.2,12.7,11.2,0
0,500,85.4,40.8,12.7,18.6,0
0,540,49.3,78.5,7.7,23.1,0
0,729,49.8,45.7,21.0,20.0,0
0,573,58.0,61.1,10.2,16.8,1
1,266,66.2,47.1,2.6,4.4,0
1,510,53.4,51.8,9.4,8.2,0
1,593,36.4,82.3,18.7,9.3,1
0,600,47.0,61.6,12.0,22.0,0
1,405,79.2,51.6,6.8,5.0,1
0,596,61.1,42.8,15.5,18.7,0
1,567,66.8,31.9,9.2,8.3,0
0,765,56.1,41.2,19.4,16.5,0
0,366,50.1,61.7,3.8,13.5,0
1,395,85.2,74.7,4.0,2.8,1
0,419,57.2,51.6,5.2,17.0,0
1,397,53.3,83.6,9.8,8.6,1
1,349,76.4,49.2,2.0,11.0,1
1,240,49.2,56.4,2.0,0.6,0
1,404,51.1,43.8,7.2,3.6,0
0,500,60.2,74.9,4.9,16.6,1
1,397,60.0,91.5,7.7,9.2,1
0,688,63.9,33.6,11.9,15.9,0
1,458,91.4,54.8,10.4,4.3,1
0,611,65.0,79.0,12.1,12.4,0
0,487,24.3,38.3,9.3,19.9,0
1,555,64.9,68.5,7.3,5.4,0
0,490,60.6,78.3,9.8,15.4,0
1,620,60.7,61.2,17.5,5.0,0
1,463,63.7,68.3,5.5,10.5,1
1,516,59.6,86.4,8.2,2.0,1
1,500,59.2,89.2,11.3,2.6,1
1,421,69.2,59.1,8.5,11.0,1
0,505,51.9,52.0,1.4,18.3,0
0,724,45.8,46.2,25.2,20.7,0
0,424,100.0,74.7,8.7,19.6,1
1,506,49.3,39.4,12.4,5.9,0
0,607,61.5,56.2,13.3,16.6,0
0,593,37.6,61.5,6.7,21.3,0
0,457,61.7,52.5,10.5,22.6,0
0,240,46.0,64.2,0.0,22.3,0
0,518,53.4,98.5,12.3,13.3,1
0,240,75.7,58.2,0.0,23.2,1
0,632,67.1,53.5,15.5,16.6,0
0,476,68.5,75.2,6.2,15.0,1
0,576,33.4,63.6,15.6,17.3,0
0,348,87.6,81.6,0.0,21.3,1
1,270,42.1,62.5,9.0,8.2,0
0,487,82.9,56.3,17.1,17.0,0
0,452,75.3,33.2,13.7,21.4,0
0,397,68.7,35.7,10.4,18.6,0
1,466,47.2,32.5,8.2,3.7,0
1,780,62.3,65.7,24.3,3.2,0
1,556,52.9,39.6,11.5,7.6,0
0,582,60.4,78.8,7.4,17.7,0
0,557,56.3,60.5,17.2,12.5,0
0,634,29.4,56.3,18.7,21.4,0
1,433,76.8,47.3,7.1,4.1,0
1,240,58.8,69.3,0.0,12.4,0
1,433,52.7,47.9,5.2,0.4,0
1,553,51.6,45.2,5.4,5.3,0
1,340,65.4,77.8,7.0,3.2,1
1,435,46.6,65.3,1.7,2.1,0
1,373,26.2,56.5,6.0,4.1,0
0,636,66.1,69.6,11.9,25.1,1
0,546,67.8,60.1,6.5,18.6,0
1,534,57.0,65.7,11.9,2.8,0
0,531,42.8,47.7,9.7,10.7,0
0,452,61.3,91.1,10.9,11.1,1
1,480,38.0,51.3,4.6,3.9,0
0,314,44.6,83.3,0.1,15.5,1
1,240,48.7,57.2,0.0,5.1,0
1,474,72.7,72.1,1.1,0.0,1
0,495,54.6,71.0,15.9,17.6,0
1,601,53.3,77.2,20.8,10.1,1
1,645,89.3,47.4,15.5,12.5,0
1,644,65.3,76.1,12.3,0.0,1
0,336,65.1,87.7,2.6,14.8,1
1,414,54.5,56.1,9.6,2.6,0
1,514,51.1,60.5,8.5,6.6,0
1,760,27.2,52.1,20.3,1.1,0
0,634,74.5,54.8,14.7,24.7,0
0,590,66.7,85.7,11.1,18.2,1
1,409,57.3,44.9,4.5,5.5,0
0,350,57.9,45.9,5.2,24.4,0
0,551,71.0,84.2,8.2,17.9,1
0,324,36.7,69.4,4.7,19.6,0
0,427,51.2,91.8,5.4,15.0,0
0,442,43.0,53.2,8.0,12.5,0
0,647,86.6,61.9,20.1,15.6,1
1,413,73.1,50.1,5.9,14.7,1
0,240,27.0,62.1,3.2,20.5,0
0,517,37.3,33.4,4.1,19.1,0
0,372,58.0,70.3,3.3,14.1,0
1,461,52.9,64.9,8.4,9.6,0
0,446,40.1,59.1,14.4,12.6,0
1,423,89.2,54.1,0.0,0.0,1
1,551,64.7,46.6,11.3,3.8,0
1,272,67.1,70.9,6.3,13.8,1
1,394,49.6,42.4,3.0,13.6,0
0,538,70.8,67.7,10.4,16.2,1
1,382,54.3,91.1,6.5,3.3,1
0,263,55.7,82.3,1.5,11.4,1
1,536,69.2,37.4,16.6,6.3,0
1,591,35.6,51.9,14.7,6.6,0
1,451,84.0,66.3,12.5,9.2,1
1,240,62.7,58.9,0.0,9.6,1
0,541,79.2,39.0,8.7,17.2,0
1,257,43.9,65.8,0.0,8.2,1
1,493,46.2,59.8,5.4,3.2,0
1,350,42.6,88.7,5.8,8.1,1
0,317,63.8,56.2,1.5,16.0,0
1,403,61.0,77.5,3.8,7.8,1
0,434,53.0,41.0,9.0,19.5,0
0,379,44.8,44.6,1.2,18.3,0
0,527,41.0,70.8,13.4,21.2,0
1,402,59.3,76.3,4.4,0.0,0
0,574,53.0,45.6,16.6,13.7,0
0,490,49.7,60.4,8.0,16.9,0
0,372,83.2,39.3,7.2,12.2,0
1,352,58.8,57.3,4.8,4.4,1
0,258,79.1,72.6,3.3,16.5,1
1,491,52.0,53.5,9.8,11.2,1
1,413,63.7,56.3,0.7,6.6,0
1,240,59.2,43.1,3.5,10.1,0
1,392,34.5,50.3,5.4,7.2,0
0,348,81.4,86.4,6.8,15.9,1
0,645,58.0,61.1,17.6,18.5,0
0,252,71.2,45.0,0.0,20.9,0
1,283,48.7,55.3,0.0,10.8,0
1,589,57.5,36.0,15.4,5.5,0
1,619,47.0,44.8,13.1,0.0,0
0,367,78.5,80.4,8.0,11.1,1
0,380,64.7,57.9,4.6,16.7,0
0,530,65.5,88.4,14.5,8.6,1
0,240,80.4,58.6,1.5,25.2,0
0,240,77.3,59.5,1.0,20.4,0
1,422,71.5,69.6,5.5,3.5,1
0,642,38.7,19.9,15.9,13.6,0
1,404,49.6,63.1,10.3,10.1,1
0,468,44.9,59.3,8.4,13.5,0
0,592,70.9,82.3,15.1,13.9,1
1,709,62.6,74.5,17.7,2.9,1
1,387,39.1,43.0,5.9,6.5,0
0,454,57.2,78.6,14.1,20.5,1
0,675,37.6,56.1,20.5,22.8,0
0,273,59.2,46.4,1.5,22.2,0
1,579,35.2,63.0,13.5,6.0,0
0,334,67.9,57.0,1.1,22.1,0
1,468,65.7,83.1,8.0,3.3,1
0,427,88.6,65.1,8.1,10.7,1
1,341,72.7,63.1,6.8,3.3,0
0,338,53.7,73.5,6.3,14.8,0
1,489,72.3,76.4,5.5,3.5,1
1,575,39.0,71.8,16.0,2.2,0
0,440,45.6,81.3,7.2,16.2,0
0,464,65.0,69.1,5.0,20.5,0
1,525,27.6,62.5,15.3,12.9,0
0,339,59.4,78.6,8.8,11.1,0
0,545,44.7,58.6,12.4,12.8,0
0,554,61.5,60.5,14.3,14.8,0
0,768,43.8,85.8,22.5,21.1,0
0,411,66.4,84.3,11.3,17.2,1
0,401,60.3,59.9,8.6,15.1,1
0,548,81.0,53.2,6.9,20.9,0
0,554,60.1,81.9,18.8,21.8,1
0,392,48.5,72.0,9.4,17.9,0
0,408,56.3,64.7,4.5,14.7,0
1,521,39.8,55.2,6.9,7.1,0
0,357,66.1,65.0,6.1,17.1,0
0,407,68.8,59.7,5.3,17.0,1
0,467,97.0,50.0,9.7,16.0,1
1,576,50.7,61.9,15.2,9.7,0
0,383,56.0,64.0,3.4,19.0,0
0,240,51.4,54.4,0.0,22.1,0
0,240,63.2,73.6,1.4,23.3,1
0,305,65.7,79.3,0.6,19.8,1
0,298,59.2,74.5,2.7,16.0,1
0,437,76.3,55.9,2.7,22.2,1
1,313,50.7,71.3,1.9,7.9,0
1,372,74.8,61.2,7.4,16.4,1
0,363,68.1,41.5,6.7,19.2,0
1,403,59.8,70.1,3.4,8.8,0
1,615,55.3,62.2,10.0,7.2,0
0,535,96.4,98.9,11.1,17.6,1
0,458,47.7,81.9,10.1,17.0,0
0,401,64.5,70.7,7.4,19.2,0
1,404,48.7,63.7,4.4,8.1,1
0,495,86.8,62.5,10.6,22.6,1
1,526,73.3,44.9,16.0,7.2,0
0,347,49.8,33.9,4.7,16.1,0
1,460,67.7,46.9,2.5,4.7,0
1,240,63.9,59.3,0.7,0.7,1
0,481,52.3,28.4,16.2,24.6,0
0,547,71.4,51.8,7.0,15.8,0
1,422,65.8,56.3,6.9,9.9,0
0,674,63.2,56.8,15.5,19.1,0
0,350,59.4,50.1,4.5,19.2,0
1,482,66.5,54.9,9.8,5.5,1
0,452,63.4,85.9,11.9,14.8,1
0,444,60.9,69.9,7.9,14.1,0
0,442,50.4,51.6,12.1,24.9,0
0,469,85.4,59.0,8.2,18.5,0
1,558,44.2,59.6,10.7,10.5,0
1,621,66.4,48.5,12.0,11.5,0
0,456,55.2,48.5,1.7,16.4,0
0,554,86.4,75.2,12.7,19.7,1
1,372,46.4,53.7,12.1,6.2,0
0,548,49.0,43.6,13.2,13.4,0
0,365,45.5,59.4,7.1,17.3,0
0,587,64.9,61.8,11.6,20.4,0
0,721,39.4,30.4,17.2,16.0,0
1,441,52.8,59.4,11.0,4.7,1
0,240,27.7,73.0,7.0,17.3,0
0,390,63.6,66.8,10.8,26.4,0
1,604,52.5,93.4,16.5,0.0,1
0,522,37.7,78.8,10.7,20.0,0
1,486,76.3,81.7,10.0,5.0,1
0,577,40.4,100.0,10.0,15.4,1
0,514,72.0,71.4,5.2,16.9,0
0,602,49.5,62.4,9.6,20.7,0
1,566,84.0,74.6,12.4,8.9,1
1,639,71.2,51.6,13.9,6.7,1
0,499,44.9,61.6,4.6,22.4,0
0,565,46.2,50.3,12.0,23.1,0
0,419,69.1,66.0,5.6,21.3,1
1,384,56.1,50.2,1.3,3.8,0
0,661,57.5,49.7,14.5,20.0,0
1,482,79.1,66.2,7.9,8.0,1
1,553,48.8,57.9,9.6,2.7,1
1,471,61.4,31.1,11.9,0.0,0
0,386,74.3,38.2,0.0,9.9,1
0,457,72.1,42.8,1.2,18.3,0
0,628,57.6,46.8,14.6,19.2,1
1,523,55.7,66.2,10.9,1.3,1
1,251,33.9,63.3,1.8,10.2,0
1,430,44.2,76.0,5.2,6.6,1
0,670,64.8,71.3,12.9,23.4,0
0,430,57.9,76.1,7.1,19.5,0
1,240,61.1,69.1,0.0,1.7,1
1,683,75.6,63.1,22.0,7.8,1
1,538,42.2,76.5,10.0,8.7,0
1,448,56.5,73.8,7.6,3.8,0
0,411,62.8,65.6,15.1,12.2,0
0,586,49.4,79.1,12.3,18.4,0
0,391,81.5,24.8,7.6,14.0,0
1,594,73.6,55.6,15.5,10.5,0
1,521,64.4,55.4,13.1,4.4,1
0,485,86.9,77.3,10.2,24.9,1
1,473,37.5,83.6,9.4,0.0,1
1,435,59.9,38.2,7.7,6.5,0
1,581,65.5,81.2,10.8,11.7,1
1,352,46.3,42.4,5.3,2.4,0
0,261,64.5,42.9,7.9,17.4,1
0,530,43.4,56.5,15.1,16.4,0
1,532,70.4,55.2,12.0,3.3,0
1,514,75.9,36.6,13.3,7.0,0
0,505,64.1,69.7,6.9,12.8,0
0,418,32.2,70.2,5.7,17.6,0
1,550,45.5,75.8,15.0,8.1,1
1,451,68.5,53.5,13.1,5.1,0
0,398,60.3,59.4,3.2,14.0,0
1,419,19.6,59.5,5.0,10.1,0
0,698,78.6,85.3,24.8,20.9,1
0,248,62.0,17.5,0.6,13.8,0
1,516,47.7,45.6,16.7,0.8,0
0,255,74.9,60.1,1.3,14.2,0
1,443,49.8,43.7,8.5,8.2,0
0,404,49.7,56.1,5.1,19.1,0
1,240,65.4,58.1,3.3,9.2,1
0,503,86.7,50.1,14.6,16.7,1
1,410,84.4,61.0,2.8,2.3,1
0,240,65.4,69.4,0.0,21.7,0
1,557,66.9,56.5,15.1,3.8,0
0,628,71.9,53.2,14.1,18.7,0
0,635,41.1,57.5,13.1,11.8,0
0,499,69.7,59.9,13.2,15.7,1
1,462,49.0,33.9,12.2,10.0,0
0,615,64.8,66.9,12.5,15.1,1
1,658,56.6,53.2,16.4,9.3,0
1,592,67.5,78.9,9.0,0.0,1
1,343,61.8,68.9,0.7,3.8,0
1,480,13.9,77.6,9.4,5.3,0
0,509,62.7,44.8,10.2,25.0,0
1,240,69.6,54.4,0.0,1.3,0
1,512,66.7,41.4,7.7,8.7,0
0,729,58.5,49.4,14.6,22.2,0
0,533,84.6,78.8,12.6,15.1,1
1,633,64.7,82.3,7.8,4.5,1
0,478,66.6,42.8,5.4,18.6,0
1,447,75.7,53.1,1.3,0.1,1
0,502,65.4,58.9,11.3,16.2,1
0,358,46.5,68.8,0.0,23.1,0
1,340,23.4,33.6,3.9,8.1,0
0,608,52.8,36.0,19.5,17.4,0
1,621,71.4,67.3,20.1,6.5,0
1,337,54.7,30.8,0.0,8.3,0
0,572,72.0,53.3,13.5,21.1,0
0,446,62.2,62.4,4.2,15.8,0
1,497,79.3,66.2,5.5,12.1,1
1,511,55.6,57.9,9.8,11.3,1
0,575,67.0,54.5,16.9,20.7,0
1,466,67.6,72.7,10.6,2.6,1
0,625,82.5,64.3,11.9,13.9,0
0,493,34.4,50.3,12.0,16.7,0
1,531,53.1,60.6,3.1,6.2,0
0,356,72.7,65.7,1.7,10.9,0
1,715,83.2,85.8,14.9,8.0,1
1,512,63.6,71.8,10.5,11.1,1
1,542,55.6,78.2,10.6,8.3,1
1,263,71.4,50.8,0.4,3.3,0
0,357,73.0,52.1,3.8,14.8,0
0,605,54.6,56.5,13.7,19.2,1
1,490,65.0,57.8,11.3,5.4,1
1,240,77.7,44.9,0.5,7.8,0
0,581,88.4,79.0,11.8,20.4,1
1,391,71.1,73.3,7.1,10.4,1
0,625,60.7,55.4,17.3,13.5,0
1,445,59.2,69.6,5.8,6.9,1
0,481,68.4,63.3,8.8,16.5,1
1,597,58.3,70.8,17.5,5.6,1
0,348,62.8,39.8,0.2,21.5,0
0,337,44.1,57.8,9.9,21.9,0
1,432,79.5,59.1,2.5,11.6,1
0,555,42.9,69.4,10.6,19.7,0
0,296,53.5,50.6,0.0,17.6,0
1,256,61.5,22.5,8.3,5.0,0
0,555,89.9,43.8,10.0,11.1,1
0,384,53.7,59.1,3.6,23.4,1
0,409,50.0,61.0,5.0,16.7,0
1,240,51.7,85.3,0.3,8.0,1
1,375,84.9,68.7,3.9,8.7,1
1,455,17.8,61.2,7.6,1.0,0
0,568,45.0,59.5,0.0,14.3,0
0,363,100.0,76.6,4.8,24.2,1
0,655,68.9,51.1,15.6,19.2,0
1,374,43.4,57.9,8.7,3.7,1
0,374,59.4,43.7,9.6,17.5,0
0,640,61.0,81.3,14.4,22.3,1
1,481,72.7,65.9,11.9,9.7,0
1,390,87.6,49.4,1.8,0.1,0
1,437,65.8,58.3,10.1,12.5,0
0,618,51.9,67.6,12.2,21.9,0
1,632,71.8,56.2,10.6,5.4,1
1,358,49.5,52.0,3.8,1.2,0
0,451,44.5,50.2,12.8,22.2,0
1,467,33.6,65.1,9.1,7.9,0
1,338,36.5,54.6,8.9,0.2,0
0,449,46.6,53.2,5.2,17.1,0
1,457,42.3,40.0,11.8,18.5,0
1,593,64.7,61.2,10.9,6.1,0
1,601,42.0,57.3,14.3,3.0,0
1,416,12.8,55.2,7.4,2.0,0
1,430,44.3,63.0,9.5,13.1,0
1,536,52.9,71.2,12.0,9.4,0
0,386,50.9,70.5,2.9,23.6,0
1,527,82.8,68.3,13.8,7.0,1
1,445,50.8,56.4,13.8,11.0,0
1,340,73.2,51.5,1.7,2.6,0
0,341,59.7,44.3,0.0,18.7,0
0,630,59.4,51.1,16.4,19.1,0
1,437,47.5,60.3,6.2,11.5,0
1,653,59.1,48.2,15.0,7.3,0
1,394,48.5,61.4,7.7,3.5,0
0,491,62.6,45.5,7.8,18.3,0
0,743,56.5,35.1,17.9,11.3,0
1,329,45.8,72.3,3.0,0.0,0
0,240,74.9,52.9,5.1,21.3,1
1,610,66.4,47.4,14.0,4.5,0
0,357,53.3,43.6,0.1,17.0,0
0,454,62.2,66.3,3.8,21.3,1
1,386,58.7,80.6,6.0,11.6,0
0,488,47.0,54.0,5.4,20.1,0
1,342,61.1,56.8,0.0,13.7,0
1,434,50.7,76.1,9.5,8.0,1
1,510,45.8,32.8,12.5,7.2,0
0,335,35.7,89.5,2.3,19.0,0
0,372,54.6,96.7,6.0,12.9,0
1,414,68.5,19.4,7.2,9.8,0
0,285,49.6,58.5,3.8,8.2,0
0,405,97.8,49.2,8.3,15.7,0
0,470,73.3,56.0,0.0,18.1,1
1,408,79.6,53.7,5.5,2.8,1
0,423,71.9,72.2,8.7,16.2,1
0,454,87.8,58.3,6.6,25.4,1
1,377,48.2,46.3,5.3,10.4,0
0,539,21.6,57.4,13.8,15.3,0
1,628,53.3,67.7,14.8,4.1,0
1,400,68.4,42.2,11.3,0.9,0
1,514,62.3,35.3,14.2,8.8,0
1,427,64.1,89.9,6.6,5.0,0
0,500,79.8,50.4,9.1,10.1,1
0,644,65.7,57.9,5.2,18.4,0
0,517,72.0,54.0,9.2,19.8,0
0,243,45.9,68.2,0.0,21.9,0
1,510,43.6,86.6,10.9,5.7,1
1,604,84.2,68.7,14.2,4.5,1
1,429,61.5,37.2,9.5,13.9,0
1,575,50.7,39.2,17.5,6.0,0
1,373,50.7,54.0,4.9,8.9,0
0,278,50.3,56.0,9.4,15.8,0
0,473,49.4,34.2,9.5,20.8,0
1,245,40.8,72.3,0.0,0.2,0
0,427,37.5,43.7,5.1,16.2,0
1,610,57.1,82.4,12.6,1.2,1
1,240,51.1,87.3,2.1,3.6,0
1,302,76.6,56.3,0.0,11.0,1
1,332,64.4,66.6,2.4,3.6,1
1,448,64.0,41.5,7.3,8.9,0
1,412,48.9,69.4,4.9,12.1,0
1,624,58.2,52.5,17.2,5.9,0
0,571,65.4,43.7,14.6,22.0,0
0,515,70.7,55.7,14.4,20.1,1
1,473,58.6,53.0,7.6,6.5,0
1,503,76.2,55.1,14.1,9.0,0
1,353,60.1,74.2,0.0,13.4,0
1,559,71.9,48.2,7.1,3.5,1
1,323,52.7,86.0,0.0,2.2,1
1,556,32.8,40.1,11.9,1.9,0
1,598,64.0,84.2,17.6,10.0,1
0,481,70.9,44.8,6.9,22.5,0
0,435,68.6,60.0,5.6,15.9,0
0,504,66.3,52.6,9.1,9.5,0
0,240,54.8,54.8,2.0,15.3,0
1,492,47.9,72.0,7.8,8.2,1
0,442,68.3,82.5,5.7,17.7,1
0,450,66.4,77.9,3.2,18.7,1
0,541,51.6,53.9,9.3,15.9,0
1,447,76.6,62.8,11.9,10.1,1
1,319,46.8,48.3,3.3,7.4,0
0,439,51.2,45.1,4.9,20.3,0
1,464,84.5,42.8,12.7,6.6,1
1,470,73.0,53.4,6.6,8.1,0
1,475,54.6,63.7,13.8,7.8,0
1,581,64.3,31.3,17.7,2.3,0
1,326,62.3,59.3,3.4,7.5,0
0,477,18.8,82.7,3.6,21.2,0
1,611,46.4,76.8,21.9,10.6,1
0,248,59.2,51.2,1.6,19.7,0
0,478,54.7,39.0,7.8,14.1,0
1,386,63.7,66.9,8.8,2.8,1
1,412,76.9,25.2,8.9,4.3,0
1,347,55.2,76.7,8.6,6.8,0
0,436,44.1,56.8,5.0,17.5,0
0,677,64.9,87.5,17.5,13.5,1
0,304,55.1,34.1,0.0,13.5,0
1,316,57.7,73.8,5.2,0.0,1
1,300,55.6,58.5,2.2,0.0,0
1,663,93.6,55.0,16.9,5.5,1
1,401,26.4,39.5,5.5,15.3,0
0,453,54.2,68.9,7.1,25.2,0
0,408,59.9,70.1,3.2,14.1,0
0,343,48.3,86.8,6.6,18.6,0
0,428,73.5,75.1,12.3,12.1,1
0,751,72.2,51.1,17.2,12.8,0
0,623,59.3,44.9,16.3,13.2,0
0,354,55.9,39.5,5.8,17.1,0
1,534,58.3,82.1,11.0,5.3,1
0,356,58.4,48.3,0.0,19.0,0
0,243,58.8,82.2,0.0,20.7,1
0,578,57.2,67.9,10.0,16.7,0
0,595,63.8,64.9,5.8,18.1,0
1,582,71.3,55.4,17.7,1.6,1
0,400,41.5,69.9,7.3,12.6,0
0,436,44.2,59.8,7.2,12.0,0
0,546,33.8,54.5,3.8,20.6,0
1,503,73.0,70.4,3.5,4.6,1
1,409,63.8,57.8,6.3,0.0,0
0,262,67.6,48.0,7.7,17.7,0
0,470,38.6,69.0,6.2,13.0,0
0,585,86.8,59.0,16.0,24.6,1
0,312,50.9,67.3,1.0,15.7,0
1,533,62.5,53.2,11.2,8.7,0
1,496,72.8,41.9,13.8,10.4,0
1,546,45.2,86.0,10.3,2.2,1
0,561,51.8,83.2,9.6,18.3,1
0,373,62.7,73.3,9.9,20.2,0
0,262,100.0,54.2,1.0,18.5,1
0,392,64.5,55.5,9.5,19.4,0
1,563,84.1,80.7,9.7,0.7,1
0,391,78.1,54.7,10.6,20.2,1
0,373,65.5,50.5,5.9,16.1,1
1,240,45.2,88.1,1.5,7.4,1
0,666,75.9,59.3,16.4,21.7,0
0,555,37.5,86.5,10.0,20.7,0
0,548,84.0,39.0,11.6,19.4,0
0,572,63.0,67.8,10.9,20.6,1
0,525,20.2,91.1,14.1,20.8,0
0,427,54.9,60.4,6.3,24.0,0
0,436,69.8,56.0,2.1,17.9,1
0,405,56.4,42.5,0.3,18.7,1
0,772,70.7,76.2,13.9,21.7,0
1,523,47.2,48.4,12.8,4.0,0
0,400,40.4,58.6,2.0,12.7,0
1,512,58.9,41.5,11.2,8.0,0
1,335,60.5,83.4,4.0,5.2,0
0,637,54.8,77.3,14.6,13.2,0
1,377,78.4,59.5,6.7,8.0,1
0,516,47.2,42.7,10.9,23.7,0
0,584,64.7,83.0,3.4,11.5,0
0,502,61.0,54.5,8.7,22.1,0
0,467,36.6,43.4,10.0,7.9,0
0,457,40.2,33.6,13.9,16.4,0
0,449,60.2,50.3,13.7,25.4,0
1,387,89.7,38.2,0.7,4.7,0
0,402,68.7,50.7,4.9,18.4,1
1,634,34.1,71.2,9.3,9.1,0
1,443,13.3,54.4,12.9,0.0,0
1,362,71.0,65.3,8.1,6.3,1
0,394,58.6,49.1,7.0,18.3,0
1,588,77.1,61.0,13.6,13.4,1
1,537,46.8,88.8,16.0,1.1,1
1,523,65.3,54.8,14.9,4.5,1
0,425,72.7,65.8,11.0,14.3,1
1,525,53.3,36.5,12.3,1.9,0
1,379,53.6,82.8,4.0,10.5,1
0,425,60.4,52.8,9.6,18.1,0
0,572,68.1,75.8,15.3,15.8,0
0,561,59.8,58.2,11.4,15.9,0
1,338,74.6,69.2,2.5,3.7,0
0,353,53.1,70.1,8.2,16.1,0
0,469,40.1,53.2,14.4,12.9,1
1,663,89.7,76.4,13.2,5.0,1
0,240,50.9,48.6,0.0,16.6,0
0,489,51.5,71.7,10.6,15.0,1
1,291,59.0,54.1,3.6,6.6,0
1,380,61.0,65.2,3.4,7.0,0
1,412,54.2,53.1,13.1,3.8,1
1,406,59.7,60.7,7.7,5.4,0
0,392,59.4,43.9,7.6,26.6,0
1,457,62.6,63.7,14.3,14.5,1
1,392,24.6,60.7,4.1,1.8,0
0,281,88.2,51.9,1.2,14.3,1
0,550,57.8,59.2,7.2,13.8,0
0,546,68.7,62.0,10.9,22.2,0
0,557,39.3,50.8,6.7,16.4,0
0,271,52.9,58.1,3.8,19.0,0
0,492,49.9,44.9,10.9,26.0,0
1,537,82.0,95.2,10.2,6.0,1
0,332,51.2,75.9,3.1,20.8,0
1,457,71.4,64.1,10.8,8.1,1
1,442,50.2,77.6,3.6,3.6,0
1,677,53.2,30.3,17.1,10.2,0
1,687,56.3,21.6,19.2,2.6,0
0,256,79.3,54.0,0.0,23.4,0
1,755,31.7,39.3,21.7,3.7,0
0,346,40.3,56.5,0.0,16.1,0
1,574,30.8,63.1,12.1,1.6,0
0,572,43.7,73.8,8.4,14.3,0
0,337,47.8,42.9,8.6,16.3,0
1,515,35.8,66.0,6.3,0.0,0
0,443,49.0,60.2,1.8,17.1,0
1,523,29.8,65.2,11.1,4.0,0
0,484,44.7,52.2,7.7,21.2,0
0,600,78.0,80.7,8.2,19.7,1
1,465,66.1,58.4,10.3,3.2,1
1,436,62.8,86.6,0.4,4.2,1
0,588,45.0,48.1,9.4,17.1,0
0,526,37.0,71.1,8.7,23.9,0
0,544,42.9,59.1,14.2,14.7,0
1,376,59.4,55.1,9.6,3.1,0
1,331,73.0,69.5,7.3,1.5,1
0,388,73.5,55.5,5.0,12.1,0
0,382,69.5,20.1,0.0,19.2,0
0,550,48.9,14.1,13.0,18.8,0
0,573,60.4,79.1,17.6,23.1,1
1,437,55.2,78.5,11.7,10.2,1
1,628,57.0,88.3,16.2,15.6,1
0,620,90.6,59.7,10.1,17.7,1
1,485,33.6,40.6,7.4,5.0,0
0,357,56.5,53.7,11.2,12.8,0
0,645,78.2,60.2,10.2,20.8,0
0,449,38.0,44.9,3.8,18.5,0
0,471,50.3,84.7,12.0,20.6,0
0,415,52.1,93.6,5.1,13.4,1
1,349,56.7,67.2,0.0,7.4,0
1,280,36.1,59.8,6.8,6.8,0
0,532,68.9,40.6,12.6,18.6,0
1,362,70.0,83.2,3.2,3.3,1
1,780,67.6,61.1,16.2,10.8,0
1,326,46.9,55.7,10.4,14.2,0
1,305,61.3,67.2,2.4,1.6,1
0,517,46.5,51.2,15.3,20.9,0
