jahr,tag_im_jahr,wochentag,naehe_ferien_fr,naehe_ferien_be,naehe_ferien_de,naehe_ferien_nl,regen,ueberdurchschnittlich
3,338,1,0.0,0.0,0.0,0.0,0,0
3,339,2,0.0,0.0,0.0,0.0,0,0
3,340,3,0.0,0.0,0.0,0.0,0,1
3,341,4,0.0,0.0,0.0,0.0,1,1
3,342,5,0.0,0.0,0.0,0.0,0,1
3,343,6,0.0,0.0,0.0,0.0,0,1
3,344,0,0.0,0.0,0.0,0.0,1,1
3,345,1,0.0,0.0,0.0,0.0,0,0
3,346,2,0.0,0.0,0.0,0.0,0,1
3,347,3,0.0,0.0,0.0,0.0,0,0
3,348,4,0.0,0.0,0.0,0.0,0,1
3,349,5,0.0,0.0,0.0,0.0,0,0
3,350,6,0.0,0.0,0.0,0.0,0,1
3,351,0,0.0,0.0,0.0,0.0,0,1
3,352,1,0.0,0.0,0.0,0.0,1,0
3,353,2,0.0,0.0,0.0,0.0,0,1
3,354,3,0.0,0.0,0.0,0.0,1,0
3,355,4,0.0,0.0,0.0,0.0,0,1
3,356,5,0.0,0.0,0.0,0.0,1,0
3,357,6,0.0,0.0,0.0,0.0,0,1
3,358,0,0.0,0.0,0.0,0.0,1,0
3,359,1,0.0,0.0,0.0,0.0,0,1
3,360,2,0.0,0.0,0.0,0.0,1,0
3,361,3,0.0,0.0,0.0,0.0,0,0
3,362,4,0.0,0.0,0.0,0.0,0,0
3,363,5,0.0,0.0,0.0,0.0,0,1
3,364,6,0.0,0.0,0.0,0.0,1,0
3,365,0,0.0,0.0,0.0,0.0,0,0
4,1,0,0.0,0.0,0.0,0.0,1,0
4,2,1,0.0,0.0,0.0,0.0,0,0
4,3,2,0.0,0.0,0.0,0.0,0,0
4,4,3,0.0,0.0,0.0,0.0,1,0
4,5,4,0.0,0.0,0.0,0.0,1,0
4,6,5,0.0,0.0,0.0,0.0,1,1
4,7,6,0.0,0.0,0.0,0.0,0,1
4,8,0,0.0,0.0,0.0,0.0,0,1
4,9,1,0.0,0.0,0.0,0.0,0,0
4,10,2,0.0,0.0,0.0,0.0,0,0
4,11,3,0.0,0.0,0.0,0.0,0,1
4,12,4,0.0,0.0,0.0,0.0,0,1
4,13,5,0.0,0.0,0.0,0.0,1,0
4,14,6,0.0,0.0,0.0,0.0,0,1
4,15,0,0.0,0.0,0.0,0.0,1,1
4,16,1,0.0,0.0,0.0,0.0,1,0
4,17,2,0.0,0.0,0.0,0.0,1,0
4,18,3,0.0,0.0,0.0,0.0,0,1
4,19,4,0.0,0.0,0.0,0.0,0,1
4,20,5,0.0,0.0,0.0,0.0,0,0
4,21,6,0.0,0.0,0.0,0.0,0,1
4,22,0,0.0,0.0,0.0,0.0,0,1
4,23,1,0.0,0.0,0.0,0.0,0,0
4,24,2,0.0,0.0,0.0,0.0,0,0
4,25,3,0.0,0.0,0.0,0.0,1,0
4,26,4,0.0,0.0,0.0,0.0,0,0
4,27,5,0.0,0.0,0.0,0.0,1,1
4,28,6,0.0,0.0,0.0,0.0,0,0
4,29,0,0.0,0.0,0.0,0.0,0,0
4,30,1,0.0,0.0,0.0,0.0,0,0
4,31,2,0.0,0.0,0.0,0.0,0,1
4,32,3,0.0,0.0,0.0,0.0,0,0
4,33,4,0.0,0.0,0.0,0.0,1,1
4,34,5,0.0,0.0,0.0,0.0,0,1
4,35,6,0.0,0.0,0.0,0.0,0,1
4,36,0,0.0,0.0,0.0,0.0,0,1
4,37,1,0.0,0.0,0.0,0.0,0,0
4,38,2,0.0,0.0,0.0,0.0,0,0
4,39,3,0.0,0.0,0.0,0.0,0,0
4,40,4,0.0,0.0,0.0,0.0,1,0
4,41,5,0.0,0.0,0.0,0.0,1,0
4,42,6,0.0,0.0,0.0,0.0,1,1
4,43,0,0.0,0.0,0.0,0.0,0,1
4,44,1,0.0,0.0,0.0,0.0,0,0
4,45,2,0.0,0.0,0.0,0.0,0,0
4,46,3,0.0,0.0,0.0,0.0,0,0
4,47,4,0.0,0.0,0.0,0.0,1,0
4,48,5,0.0,0.0,0.0,0.0,1,0
4,49,6,0.0,0.0,0.0,0.0,0,1
4,50,0,0.0,0.0,0.0,0.0,0,0
4,51,1,0.0,0.0,0.0,0.0,0,0
4,52,2,0.0,0.0,0.0,0.0,1,1
4,53,3,0.0,0.0,0.0,0.0,0,1
4,54,4,0.0,0.0,0.0,0.0,0,0
4,55,5,0.0,0.0,0.0,0.0,0,1
4,56,6,0.0,0.0,0.0,0.0,1,0
4,57,0,0.0,0.0,0.0,0.0,1,0
4,58,1,0.0,0.0,0.0,0.0,0,1
4,59,2,0.0,0.0,0.0,0.0,0,0
4,60,3,0.0,0.0,0.0,0.0,0,0
4,61,4,0.0,0.0,0.0,0.0,0,1
4,62,5,0.0,0.0,0.0,0.0,0,1
4,63,6,0.0,0.0,0.0,0.0,1,1
4,64,0,0.0,0.0,0.0,0.0,0,0
4,65,1,0.0,0.0,0.0,0.0,1,0
4,66,2,0.0,0.0,0.0,0.0,0,0
4,67,3,0.0,0.0,0.0,0.0,1,1
4,68,4,0.0,0.0,0.0,0.0,0,1
4,69,5,0.0,0.0,0.0,0.0,1,0
4,70,6,0.0,0.0,0.0,0.0,0,0
4,71,0,0.0,0.0,0.0,0.0,1,1
4,72,1,0.0,0.0,0.0,0.0,0,1
4,73,2,0.0,0.0,0.0,0.0,1,0
4,74,3,0.0,0.0,0.0,0.0,1,0
4,75,4,0.0,0.0,0.0,0.0,0,1
4,76,5,0.0,0.0,0.0,0.0,0,0
4,77,6,0.0,0.0,0.0,0.0,1,0
4,78,0,0.0,0.0,0.0,0.0,0,1
4,79,1,0.0,0.0,0.0,0.0,0,1
4,80,2,0.0,0.0,0.0,0.0,0,1
4,81,3,0.0,0.0,0.0,0.0,1,0
4,82,4,0.0,0.0,0.0,0.0,0,0
4,83,5,0.0,0.0,0.0,0.0,0,1
4,84,6,0.0,0.0,0.0,0.0,1,0
4,85,0,0.0,0.0,0.0,0.0,0,0
4,86,1,0.0,0.0,0.0,0.0,1,0
4,87,2,0.0,0.0,0.0,0.0,0,1
4,88,3,0.0,0.0,0.0,0.0,0,1
4,89,4,0.0,0.0,0.0,0.0,0,0
4,90,5,0.0,0.0,0.0,0.0,0,1
4,91,6,0.0,0.0,0.0,0.0,0,1
4,92,0,0.0,0.0,0.0,0.0,0,1
4,93,1,0.0,0.0,0.0,0.0,0,0
4,94,2,0.0,0.0,0.0,0.0,1,1
4,95,3,0.0,0.0,0.0,0.0,0,0
4,96,4,0.0,0.0,0.0,0.0,0,1
4,97,5,0.0,0.0,0.0,0.0,0,1
4,98,6,0.0,0.0,0.0,0.0,1,1
4,99,0,0.0,0.0,0.0,0.0,1,0
4,100,1,0.0,0.0,0.0,0.0,0,1
4,101,2,0.0,0.0,0.0,0.0,0,1
4,102,3,0.0,0.0,0.0,0.0,0,0
4,103,4,0.0,0.0,0.0,0.0,1,0
4,104,5,0.0,0.0,0.0,0.0,0,1
4,105,6,0.0,0.0,0.0,0.0,0,1
4,106,0,0.0,0.0,0.0,0.0,1,1
4,107,1,0.0,0.0,0.0,0.0,0,1
4,108,2,0.0,0.0,0.0,0.0,1,0
4,109,3,0.0,0.0,0.0,0.0,0,0
4,110,4,0.0,0.0,0.0,0.0,0,0
4,111,5,0.0,0.0,0.0,0.0,0,1
4,112,6,0.0,0.0,0.0,0.0,0,0
4,113,0,0.0,0.0,0.0,0.0,0,0
4,114,1,0.0,0.0,0.0,0.0,0,1
4,115,2,0.0,0.0,0.0,0.0,0,0
4,116,3,0.0,0.0,0.0,0.0,1,0
4,117,4,0.0,0.0,0.0,0.0,0,1
4,118,5,0.0,0.0,0.0,0.0,0,1
4,119,6,0.0,0.0,0.0,0.0,1,1
4,120,0,0.0,0.0,0.0,0.0,0,0
4,121,1,0.0,0.0,0.0,0.0,1,0
4,122,2,0.0,0.0,0.0,0.0,0,0
4,123,3,0.0,0.0,0.0,0.0,1,1
4,124,4,0.0,0.0,0.0,0.0,0,0
4,125,5,0.0,0.0,0.0,0.0,0,1
4,126,6,0.0,0.0,0.0,0.0,1,1
4,127,0,0.0,0.0,0.0,0.0,0,0
4,128,1,0.0,0.0,0.0,0.0,0,1
4,129,2,0.0,0.0,0.0,0.0,0,0
4,130,3,0.0,0.0,0.0,0.0,0,1
4,131,4,0.0,0.0,0.0,0.0,1,1
4,132,5,0.0,0.0,0.0,0.0,0,1
4,133,6,0.0,0.0,0.0,0.0,0,1
4,134,0,0.0,0.0,0.0,0.0,0,0
4,135,1,0.0,0.0,0.0,0.0,0,0
4,136,2,0.0,0.0,0.0,0.0,0,0
4,137,3,0.0,0.0,0.0,0.0,0,0
4,138,4,0.0,0.0,0.0,0.0,0,1
4,139,5,0.0,0.0,0.0,0.0,1,1
4,140,6,0.0,0.0,0.0,0.0,0,0
4,141,0,0.0,0.0,0.0,0.0,0,1
4,142,1,0.0,0.0,0.0,0.0,0,1
4,143,2,0.0,0.0,0.0,0.0,0,0
4,144,3,0.0,0.0,0.0,0.0,1,0
4,145,4,0.0,0.0,0.0,0.0,1,0
4,146,5,0.0,0.0,0.0,0.0,0,1
4,147,6,0.0,0.0,0.0,0.0,0,1
4,148,0,0.0,0.0,0.0,0.0,0,0
4,149,1,0.0,0.0,0.0,0.0,1,0
4,150,2,0.0,0.0,0.0,0.0,0,0
4,151,3,0.0,0.0,0.0,0.0,0,1
4,152,4,0.0,0.0,0.0,0.0,0,1
4,153,5,0.0,0.0,0.0,0.0,0,1
4,154,6,0.0,0.0,0.0,0.0,0,1
4,155,0,0.0,0.0,0.0,0.0,0,0
4,156,1,0.0,0.0,0.0,0.0,1,0
4,157,2,0.0,0.0,0.0,0.0,0,1
4,158,3,0.0,0.0,0.0,0.0,1,1
4,159,4,0.0,0.0,0.0,0.0,0,1
4,160,5,0.0,0.0,0.0,0.0,0,0
4,161,6,0.0,0.0,0.0,0.0,0,1
4,162,0,0.0,0.0,0.0,0.0,0,0
4,163,1,0.0,0.0,0.0,0.0,0,1
4,164,2,0.0,0.0,0.0,0.0,0,0
4,165,3,0.0,0.0,0.0,0.0,0,1
4,166,4,0.0,0.0,0.0,0.0,0,1
4,167,5,0.0,0.0,0.0,0.0,0,0
4,168,6,0.0,0.0,0.0,0.0,0,1
4,169,0,0.0,0.0,0.0,0.0,1,0
4,170,1,0.0,0.0,0.0,0.0,0,1
4,171,2,0.0,0.0,0.0,0.0,0,1
4,172,3,0.0,0.0,0.0,0.0,1,1
4,173,4,0.0,0.0,0.0,0.0,1,0
4,174,5,0.0,0.0,0.0,0.0,0,1
4,175,6,0.0,0.0,0.0,0.0,0,1
4,176,0,0.0,0.0,0.0,0.0,0,0
4,177,1,0.0,0.033,0.0,0.0,0,0
4,178,2,0.0,0.067,0.0,0.0,0,1
4,179,3,0.0,0.1,0.0,0.0,0,0
4,180,4,0.0,0.133,0.0,0.0,1,0
4,181,5,0.0,0.167,0.0,0.0,0,1
4,182,6,0.0,0.2,0.0,0.0,0,1
4,183,0,0.0,0.233,0.0,0.0,1,0
4,184,1,0.0,0.267,0.0,0.0,0,0
4,185,2,0.0,0.3,0.0,0.0,0,1
4,186,3,0.0,0.333,0.0,0.0,0,0
4,187,4,0.0,0.367,0.0,0.0,0,1
4,188,5,0.0,0.4,0.0,0.0,1,1
4,189,6,0.0,0.433,0.0,0.0,0,1
4,190,0,0.0,0.467,0.0,0.0,0,0
4,191,1,0.0,0.5,0.0,0.0,1,0
4,192,2,0.0,0.533,0.0,0.0,0,1
4,193,3,0.0,0.567,0.0,0.0,0,0
4,194,4,0.0,0.6,0.0,0.0,0,1
4,195,5,0.0,0.633,0.0,0.0,1,1
4,196,6,0.0,0.667,0.033,0.0,0,1
4,197,0,0.0,0.7,0.067,0.0,0,1
4,198,1,0.033,0.733,0.1,0.033,1,1
4,199,2,0.067,0.767,0.133,0.067,0,1
4,200,3,0.1,0.8,0.167,0.1,0,1
4,201,4,0.133,0.833,0.2,0.133,0,1
4,202,5,0.167,0.867,0.233,0.167,1,1
4,203,6,0.2,0.9,0.267,0.2,0,1
4,204,0,0.233,0.933,0.3,0.233,0,1
4,205,1,0.267,0.967,0.333,0.267,1,1
4,206,2,0.3,1.0,0.367,0.3,0,1
4,207,3,0.333,0.967,0.4,0.333,0,1
4,208,4,0.367,0.933,0.433,0.367,0,1
4,209,5,0.4,0.9,0.467,0.4,1,1
4,210,6,0.433,0.867,0.5,0.433,1,1
4,211,0,0.467,0.833,0.533,0.467,0,1
4,212,1,0.5,0.8,0.567,0.5,0,1
4,213,2,0.533,0.767,0.6,0.533,0,1
4,214,3,0.567,0.733,0.633,0.567,0,1
4,215,4,0.6,0.7,0.667,0.6,1,1
4,216,5,0.633,0.667,0.7,0.633,0,1
4,217,6,0.667,0.633,0.733,0.667,0,1
4,218,0,0.7,0.6,0.767,0.7,0,1
4,219,1,0.733,0.567,0.8,0.733,0,1
4,220,2,0.767,0.533,0.833,0.767,1,1
4,221,3,0.8,0.5,0.867,0.8,0,1
4,222,4,0.833,0.467,0.9,0.833,0,1
4,223,5,0.867,0.433,0.933,0.867,0,1
4,224,6,0.9,0.4,0.967,0.9,1,1
4,225,0,0.933,0.367,1.0,0.933,0,1
4,226,1,0.967,0.333,0.967,0.967,0,1
4,227,2,1.0,0.3,0.933,1.0,0,1
4,228,3,0.967,0.267,0.9,0.967,1,1
4,229,4,0.933,0.233,0.867,0.933,1,1
4,230,5,0.9,0.2,0.833,0.9,1,1
4,231,6,0.867,0.167,0.8,0.867,0,1
4,232,0,0.833,0.133,0.767,0.833,1,1
4,233,1,0.8,0.1,0.733,0.8,0,1
4,234,2,0.767,0.067,0.7,0.767,0,1
4,235,3,0.733,0.033,0.667,0.733,0,1
4,236,4,0.7,0.0,0.633,0.7,0,1
4,237,5,0.667,0.0,0.6,0.667,1,1
4,238,6,0.633,0.0,0.567,0.633,1,1
4,239,0,0.6,0.0,0.533,0.6,1,1
4,240,1,0.567,0.0,0.5,0.567,0,1
4,241,2,0.533,0.0,0.467,0.533,0,1
4,242,3,0.5,0.0,0.433,0.5,0,1
4,243,4,0.467,0.0,0.4,0.467,0,1
4,244,5,0.433,0.0,0.367,0.433,0,1
4,245,6,0.4,0.0,0.333,0.4,0,1
4,246,0,0.367,0.0,0.3,0.367,0,1
4,247,1,0.333,0.0,0.267,0.333,0,0
4,248,2,0.3,0.0,0.233,0.3,0,0
4,249,3,0.267,0.0,0.2,0.267,1,1
4,250,4,0.233,0.0,0.167,0.233,0,1
4,251,5,0.2,0.0,0.133,0.2,0,1
4,252,6,0.167,0.0,0.1,0.167,0,1
4,253,0,0.133,0.0,0.067,0.133,0,0
4,254,1,0.1,0.0,0.033,0.1,0,0
4,255,2,0.067,0.0,0.0,0.067,1,0
4,256,3,0.033,0.0,0.0,0.033,1,0
4,257,4,0.0,0.0,0.0,0.0,0,0
4,258,5,0.0,0.0,0.0,0.0,1,1
4,259,6,0.0,0.0,0.0,0.0,0,1
4,260,0,0.0,0.0,0.0,0.0,0,1
4,261,1,0.0,0.0,0.0,0.0,1,1
4,262,2,0.0,0.0,0.0,0.0,0,0
4,263,3,0.0,0.0,0.0,0.0,0,0
4,264,4,0.0,0.0,0.0,0.0,1,0
4,265,5,0.0,0.0,0.0,0.0,0,1
4,266,6,0.0,0.0,0.0,0.0,0,1
4,267,0,0.0,0.0,0.0,0.0,0,0
4,268,1,0.0,0.0,0.0,0.0,0,0
4,269,2,0.0,0.0,0.0,0.0,0,0
4,270,3,0.0,0.0,0.0,0.0,0,0
4,271,4,0.0,0.0,0.0,0.0,0,0
4,272,5,0.0,0.0,0.0,0.0,1,0
4,273,6,0.0,0.0,0.0,0.0,0,1
4,274,0,0.0,0.0,0.0,0.0,0,0
4,275,1,0.0,0.0,0.0,0.0,0,0
4,276,2,0.0,0.0,0.0,0.0,0,0
4,277,3,0.0,0.0,0.0,0.0,1,0
4,278,4,0.0,0.0,0.0,0.0,0,1
4,279,5,0.0,0.0,0.0,0.0,1,0
4,280,6,0.0,0.0,0.0,0.0,0,0
4,281,0,0.0,0.0,0.0,0.0,1,0
4,282,1,0.0,0.0,0.0,0.0,0,0
4,283,2,0.0,0.0,0.0,0.0,0,0
4,284,3,0.0,0.0,0.0,0.0,0,1
4,285,4,0.0,0.0,0.0,0.0,0,1
4,286,5,0.0,0.0,0.0,0.0,1,0
4,287,6,0.0,0.0,0.0,0.0,0,0
4,288,0,0.0,0.0,0.0,0.0,0,0
4,289,1,0.0,0.0,0.0,0.0,0,0
4,290,2,0.0,0.0,0.0,0.0,1,0
4,291,3,0.0,0.0,0.0,0.0,1,0
4,292,4,0.0,0.0,0.0,0.0,0,0
4,293,5,0.0,0.0,0.0,0.0,0,0
4,294,6,0.0,0.0,0.0,0.0,0,1
4,295,0,0.0,0.0,0.0,0.0,0,0
4,296,1,0.0,0.0,0.0,0.0,0,0
4,297,2,0.0,0.0,0.0,0.0,0,0
4,298,3,0.0,0.0,0.0,0.0,1,0
4,299,4,0.0,0.0,0.0,0.0,1,1
4,300,5,0.0,0.0,0.0,0.0,0,0
4,301,6,0.0,0.0,0.0,0.0,0,1
4,302,0,0.0,0.0,0.0,0.0,1,0
4,303,1,0.0,0.0,0.0,0.0,0,0
4,304,2,0.0,0.0,0.0,0.0,0,1
4,305,3,0.0,0.0,0.0,0.0,0,0
4,306,4,0.0,0.0,0.0,0.0,0,1
4,307,5,0.0,0.0,0.0,0.0,0,0
4,308,6,0.0,0.0,0.0,0.0,0,1
4,309,0,0.0,0.0,0.0,0.0,1,0
4,310,1,0.0,0.0,0.0,0.0,0,0
4,311,2,0.0,0.0,0.0,0.0,0,0
4,312,3,0.0,0.0,0.0,0.0,1,0
4,313,4,0.0,0.0,0.0,0.0,1,1
4,314,5,0.0,0.0,0.0,0.0,1,1
4,315,6,0.0,0.0,0.0,0.0,0,1
4,316,0,0.0,0.0,0.0,0.0,0,0
4,317,1,0.0,0.0,0.0,0.0,1,1
4,318,2,0.0,0.0,0.0,0.0,0,0
4,319,3,0.0,0.0,0.0,0.0,1,0
4,320,4,0.0,0.0,0.0,0.0,0,1
4,321,5,0.0,0.0,0.0,0.0,0,1
4,322,6,0.0,0.0,0.0,0.0,1,1
4,323,0,0.0,0.0,0.0,0.0,0,0
4,324,1,0.0,0.0,0.0,0.0,1,1
4,325,2,0.0,0.0,0.0,0.0,1,0
4,326,3,0.0,0.0,0.0,0.0,0,0
4,327,4,0.0,0.0,0.0,0.0,0,0
4,328,5,0.0,0.0,0.0,0.0,1,1
4,329,6,0.0,0.0,0.0,0.0,1,0
4,330,0,0.0,0.0,0.0,0.0,1,0
4,331,1,0.0,0.0,0.0,0.0,0,0
4,332,2,0.0,0.0,0.0,0.0,0,0
4,333,3,0.0,0.0,0.0,0.0,1,0
4,334,4,0.0,0.0,0.0,0.0,0,0
4,335,5,0.0,0.0,0.0,0.0,0,1
4,336,6,0.0,0.0,0.0,0.0,0,1
4,337,0,0.0,0.0,0.0,0.0,1,0
4,338,1,0.0,0.0,0.0,0.0,0,0
4,339,2,0.0,0.0,0.0,0.0,0,0
4,340,3,0.0,0.0,0.0,0.0,1,0
4,341,4,0.0,0.0,0.0,0.0,1,1
4,342,5,0.0,0.0,0.0,0.0,0,1
4,343,6,0.0,0.0,0.0,0.0,1,1
4,344,0,0.0,0.0,0.0,0.0,0,1
4,345,1,0.0,0.0,0.0,0.0,0,1
4,346,2,0.0,0.0,0.0,0.0,0,0
4,347,3,0.0,0.0,0.0,0.0,0,1
4,348,4,0.0,0.0,0.0,0.0,0,1
4,349,5,0.0,0.0,0.0,0.0,1,0
4,350,6,0.0,0.0,0.0,0.0,0,1
4,351,0,0.0,0.0,0.0,0.0,1,1
4,352,1,0.0,0.0,0.0,0.0,1,1
4,353,2,0.0,0.0,0.0,0.0,0,1
4,354,3,0.0,0.0,0.0,0.0,0,0
4,355,4,0.0,0.0,0.0,0.0,1,1
4,356,5,0.0,0.0,0.0,0.0,0,1
4,357,6,0.0,0.0,0.0,0.0,0,0
4,358,0,0.0,0.0,0.0,0.0,1,0
4,359,1,0.0,0.0,0.0,0.0,0,1
4,360,2,0.0,0.0,0.0,0.0,0,0
4,361,3,0.0,0.0,0.0,0.0,0,0
4,362,4,0.0,0.0,0.0,0.0,0,0
4,363,5,0.0,0.0,0.0,0.0,0,1
4,364,6,0.0,0.0,0.0,0.0,1,0
4,365,0,0.0,0.0,0.0,0.0,0,0
